"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000219,-0.0000000518,0.0000000508,0.0000000518
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000004,0.0000000000,0.0000000248,0.0000000248
0.0000000001,0.0000000000,0.0000000051,0.0000000051
0.0000000001,-0.0000000045,0.0000000000,0.0000000045
0.0000000011,0.0000000000,0.0000000364,0.0000000364
0.0000000038,-0.0000000426,0.0000000342,0.0000000426
0.0000000086,-0.0000000436,0.0000000483,0.0000000483
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000216,-0.0000000440,0.0000000341,0.0000000440
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000208,-0.0000000562,0.0000000428,0.0000000562
0.0000000236,-0.0000000549,0.0000000558,0.0000000558
0.0000000188,-0.0000000565,0.0000000438,0.0000000565
0.0000000225,-0.0000000435,0.0000000470,0.0000000470
0.0000000212,-0.0000000509,0.0000000506,0.0000000509
0.0000000202,-0.0000000504,0.0000000438,0.0000000504
0.0000000000,0.0000000000,0.0000000000,0.0000000000
