"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000234,-0.0000000527,0.0000000523,0.0000000527
0.0000000199,-0.0000000383,0.0000000386,0.0000000386
0.0000000171,-0.0000000364,0.0000000362,0.0000000364
0.0000000192,-0.0000000419,0.0000000490,0.0000000490
0.0000000197,-0.0000000510,0.0000000487,0.0000000510
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000212,-0.0000000445,0.0000000457,0.0000000457
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000208,-0.0000000429,0.0000000403,0.0000000429
0.0000000151,-0.0000000307,0.0000000309,0.0000000309
0.0000000229,-0.0000000548,0.0000000590,0.0000000590
0.0000000230,-0.0000000431,0.0000000431,0.0000000431
0.0000000000,0.0000000000,0.0000000000,0.0000000000
