"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000204,-0.0000000459,0.0000000525,0.0000000525
0.0000000210,-0.0000000478,0.0000000476,0.0000000478
0.0000000226,-0.0000000545,0.0000000484,0.0000000545
0.0000000234,-0.0000000543,0.0000000502,0.0000000543
0.0000000202,-0.0000000443,0.0000000545,0.0000000545
0.0000000203,-0.0000000414,0.0000000493,0.0000000493
0.0000000192,-0.0000000369,0.0000000360,0.0000000369
0.0000000222,-0.0000000538,0.0000000464,0.0000000538
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000243,-0.0000000542,0.0000000576,0.0000000576
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000217,-0.0000000564,0.0000000524,0.0000000564
0.0000000230,-0.0000000433,0.0000000408,0.0000000433
0.0000000225,-0.0000000439,0.0000000431,0.0000000439
0.0000000238,-0.0000000502,0.0000000499,0.0000000502
0.0000000221,-0.0000000574,0.0000000489,0.0000000574
0.0000000222,-0.0000000465,0.0000000512,0.0000000512
0.0000000215,-0.0000000502,0.0000000420,0.0000000502
0.0000000194,-0.0000000429,0.0000000439,0.0000000439
