"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000241,-0.0000000437,0.0000000469,0.0000000469
0.0000000192,-0.0000000573,0.0000000505,0.0000000573
0.0000000170,-0.0000000306,0.0000000305,0.0000000306
0.0000000183,-0.0000000346,0.0000000338,0.0000000346
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000251,-0.0000000523,0.0000000497,0.0000000523
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000245,-0.0000000506,0.0000000592,0.0000000592
0.0000000150,-0.0000000313,0.0000000318,0.0000000318
0.0000000248,-0.0000000475,0.0000000464,0.0000000475
0.0000000200,-0.0000000400,0.0000000401,0.0000000401
0.0000000246,-0.0000000505,0.0000000570,0.0000000570
