"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000004,0.0000000000,0.0000000269,0.0000000269
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000004,0.0000000000,0.0000000274,0.0000000274
0.0000000020,-0.0000000236,0.0000000281,0.0000000281
0.0000000098,-0.0000000380,0.0000000356,0.0000000380
0.0000000210,-0.0000000503,0.0000000518,0.0000000518
0.0000000219,-0.0000000434,0.0000000535,0.0000000535
0.0000000216,-0.0000000550,0.0000000428,0.0000000550
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000
