"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000191,-0.0000000507,0.0000000556,0.0000000556
0.0000000212,-0.0000000399,0.0000000465,0.0000000465
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000234,-0.0000000550,0.0000000417,0.0000000550
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000231,-0.0000000550,0.0000000501,0.0000000550
0.0000000197,-0.0000000476,0.0000000531,0.0000000531
0.0000000203,-0.0000000560,0.0000000503,0.0000000560
0.0000000239,-0.0000000481,0.0000000497,0.0000000497
0.0000000238,-0.0000000472,0.0000000452,0.0000000472
0.0000000232,-0.0000000534,0.0000000486,0.0000000534
