"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000216,-0.0000000529,0.0000000475,0.0000000529
0.0000000801,-0.0000000428,0.0000034199,0.0000034199
0.0000000244,-0.0000000528,0.0000000520,0.0000000528
0.0000000198,-0.0000000474,0.0000000469,0.0000000474
0.0000000212,-0.0000000547,0.0000000561,0.0000000561
0.0000000228,-0.0000000519,0.0000000525,0.0000000525
0.0000000206,-0.0000000563,0.0000000541,0.0000000563
0.0000000207,-0.0000000397,0.0000000524,0.0000000524
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000221,-0.0000000506,0.0000000537,0.0000000537
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000226,-0.0000000525,0.0000000540,0.0000000540
0.0000000235,-0.0000000511,0.0000000518,0.0000000518
0.0000000193,-0.0000000494,0.0000000530,0.0000000530
0.0000000217,-0.0000000518,0.0000000525,0.0000000525
0.0000000206,-0.0000000488,0.0000000532,0.0000000532
0.0000000238,-0.0000000563,0.0000000545,0.0000000563
0.0000000155,-0.0000000464,0.0000000492,0.0000000492
