"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000254,-0.0000000549,0.0000000528,0.0000000549
0.0000000226,-0.0000000505,0.0000000525,0.0000000525
0.0000000237,-0.0000000572,0.0000000457,0.0000000572
0.0000000206,-0.0000000512,0.0000000522,0.0000000522
0.0000000242,-0.0000000547,0.0000000498,0.0000000547
0.0000000223,-0.0000000477,0.0000000479,0.0000000479
0.0000000228,-0.0000000491,0.0000000452,0.0000000491
0.0000000210,-0.0000000565,0.0000000527,0.0000000565
0.0000000199,-0.0000000443,0.0000000556,0.0000000556
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000220,-0.0000000473,0.0000000467,0.0000000473
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000203,-0.0000000463,0.0000000415,0.0000000463
0.0000000225,-0.0000000448,0.0000000511,0.0000000511
0.0000000234,-0.0000000467,0.0000000514,0.0000000514
0.0000000235,-0.0000000341,0.0000000507,0.0000000507
0.0000000211,-0.0000000472,0.0000000435,0.0000000472
0.0000000242,-0.0000000455,0.0000000428,0.0000000455
0.0000000138,-0.0000000502,0.0000000431,0.0000000502
0.0000000207,-0.0000000346,0.0000000437,0.0000000437
