"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000127,-0.0000000964,0.0000001343,0.0000001343
0.0000000051,-0.0000003133,0.0000000000,0.0000003133
0.0000000025,-0.0000001539,0.0000000000,0.0000001539
0.0000000010,0.0000000000,0.0000000614,0.0000000614
0.0000000062,-0.0000002670,0.0000001179,0.0000002670
0.0000000063,-0.0000001094,0.0000000780,0.0000001094
0.0000000041,-0.0000000328,0.0000000519,0.0000000519
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000370,-0.0000002141,0.0000001339,0.0000002141
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000609,-0.0000001699,0.0000002119,0.0000002119
0.0000000488,-0.0000001273,0.0000001476,0.0000001476
0.0000000214,-0.0000000476,0.0000000522,0.0000000522
0.0000000213,-0.0000000547,0.0000000537,0.0000000547
0.0000000209,-0.0000000416,0.0000000536,0.0000000536
0.0000000214,-0.0000000557,0.0000001066,0.0000001066
0.0000000078,-0.0000004857,0.0000000000,0.0000004857
