"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000020,-0.0000000294,0.0000000220,0.0000000294
0.0000000003,0.0000000000,0.0000000201,0.0000000201
0.0000000007,-0.0000000422,0.0000000000,0.0000000422
0.0000000003,0.0000000000,0.0000000193,0.0000000193
0.0000000001,-0.0000000064,0.0000000000,0.0000000064
0.0000000001,-0.0000000083,0.0000000000,0.0000000083
0.0000000000,0.0000000000,0.0000000013,0.0000000013
0.0000000002,-0.0000000121,0.0000000000,0.0000000121
0.0000000004,-0.0000000150,0.0000000000,0.0000000150
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000066,-0.0000000376,0.0000000409,0.0000000409
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000215,-0.0000000457,0.0000000475,0.0000000475
0.0000000242,-0.0000000517,0.0000000502,0.0000000517
0.0000000213,-0.0000000494,0.0000000574,0.0000000574
0.0000000206,-0.0000000476,0.0000000471,0.0000000476
0.0000000214,-0.0000000411,0.0000000491,0.0000000491
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000002,-0.0000000134,0.0000000000,0.0000000134
0.0000000001,0.0000000000,0.0000000070,0.0000000070
