"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000193,-0.0000000491,0.0000000472,0.0000000491
0.0000000231,-0.0000000421,0.0000000495,0.0000000495
0.0000000181,-0.0000000391,0.0000000368,0.0000000391
0.0000000191,-0.0000000404,0.0000000551,0.0000000551
0.0000000226,-0.0000000537,0.0000000444,0.0000000537
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000218,-0.0000000493,0.0000000508,0.0000000508
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000206,-0.0000000474,0.0000000574,0.0000000574
0.0000000223,-0.0000000520,0.0000000509,0.0000000520
0.0000000187,-0.0000000548,0.0000000512,0.0000000548
0.0000000227,-0.0000000520,0.0000000581,0.0000000581
0.0000000255,-0.0000000476,0.0000000564,0.0000000564
0.0000000232,-0.0000000582,0.0000000585,0.0000000585
