"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000246,-0.0000000461,0.0000000569,0.0000000569
0.0000000203,-0.0000000485,0.0000000418,0.0000000485
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000245,-0.0000000501,0.0000000566,0.0000000566
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000199,-0.0000000396,0.0000000412,0.0000000412
0.0000000131,-0.0000000290,0.0000000283,0.0000000290
0.0000000242,-0.0000000531,0.0000000569,0.0000000569
0.0000000242,-0.0000000581,0.0000000568,0.0000000581
0.0000000221,-0.0000000528,0.0000000474,0.0000000528
0.0000000000,0.0000000000,0.0000000000,0.0000000000
