"Average Error","Error LB","Error UB","Abs. Worst"
0.0000000266,-0.0000000501,0.0000000474,0.0000000501
0.0000000219,-0.0000000444,0.0000000508,0.0000000508
0.0000000244,-0.0000000407,0.0000000574,0.0000000574
0.0000000194,-0.0000000463,0.0000000427,0.0000000463
0.0000000179,-0.0000000422,0.0000000386,0.0000000422
0.0000000287,-0.0000000538,0.0000000551,0.0000000551
0.0000000158,-0.0000000345,0.0000000343,0.0000000345
0.0000000232,-0.0000000544,0.0000000526,0.0000000544
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000194,-0.0000000430,0.0000000385,0.0000000430
0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000201,-0.0000000506,0.0000000496,0.0000000506
0.0000000247,-0.0000000415,0.0000000424,0.0000000424
0.0000000230,-0.0000000534,0.0000000527,0.0000000534
0.0000000246,-0.0000000508,0.0000000494,0.0000000508
0.0000000272,-0.0000000582,0.0000000574,0.0000000582
0.0000000242,-0.0000000538,0.0000000475,0.0000000538
